ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,bench,dim,instance,rep,model_mae
-0.4813518770922384,-1.6493643872575698,2,0.0,0.10309054261243289,0.2712000138325359,0.003085872018255011,0.11982674083246647,38.83075517183169,0.09030725253622296,0.20170239602598072,10.472491709406592,0.242424383884152,0.016,0.7471981298958397,0.6529443643280499,0.7892625281859206,0.39807120098510906,-0.49140452391729006,0.047,0.6707287885427878,0.783521696690424,0.8921739802150375,0.8969575967240494,0.6721583211691243,0.7235296835959352,0.9744053167760942,0.9269454305416605,-0.13898389235948283,-0.09137451486326281,-0.045512876333836716,-0.0434937333937806,-0.12630155730518255,-0.1065106536637262,-0.009860394692463026,-0.02814439556237086,0.016,0.7875273927057669,1.1461461461461457,0.0748150935841653,-0.6756756756756753,0.6283783783783784,0.25,rbv2_glmnet,3,37,10,0.001306261193752288
-0.5378037019390566,-1.568660026280292,2,0.0,0.1362967329408178,0.2706608514702601,0.012548183803558518,0.11509633120876644,9.172349800624252,0.1373535234512172,0.2805177792030038,2.535607543161231,0.3150897051374737,0.015,0.719738168942535,0.6669995109780742,0.7916992548923131,0.4012443725676454,-0.47928670564164166,0.047,0.3202414321174101,0.7007434221905621,0.68126663708042,0.6938996655116199,0.43184283374683086,0.655878014271204,0.6276237871398637,0.6318216232306967,-0.31572977012384174,-0.13899671881170172,-0.14804316732463718,-0.14217546171413636,-0.250545340982967,-0.15175054610811395,-0.16421006504284036,-0.16235890776235695,0.0,0.7633316264110177,0.9059059059059056,0.10568759711848051,-0.29529529529529525,0.5472972972972973,0.188,rbv2_glmnet,3,37,11,0.0014927643656730662
-0.6971266527525302,-1.3262095606894972,2,0.015,0.17615469944963502,0.284556989656942,0.007141432225179603,0.11271510257671226,15.78326293979182,0.16905791748064813,0.29260045973618976,3.19226857603196,0.3416233686022494,0.015,0.5432232355355722,0.6264398521005128,0.564900861378252,0.3896228064893059,-0.42778527984207826,0.047,0.2226378192992638,0.6827721002634619,0.6266840197754443,0.7910534952169254,0.20210258941241513,0.6729138390697479,0.6437778589363867,0.7734020201950519,-0.42531497313577804,-0.17356359622839213,-0.2042508370515756,-0.11432004189928546,-0.42850416787145773,-0.17565890219956082,-0.19130613799265755,-0.12169256033324882,0.0,0.7360576169482478,0.9259259259259256,0.1330834724654076,-0.3753753753753752,0.6148648648648649,0.235,rbv2_glmnet,3,37,12,0.0014421260078748069
-0.36165646343808855,-1.7503221090525538,2,0.016,0.1413647648679155,0.27575745157976367,0.004934415572533028,0.10645151677076291,21.57327756569907,0.1288607806012897,0.40931341204647664,6.464388968605687,0.5074146803818316,0.031,0.6831524800267501,0.6627031221485039,0.6920315888345885,0.39196136293005074,-0.3972839517376231,0.031,0.5155971246371626,0.5803611809100699,0.6682242974388634,0.7371061365217665,0.5006376702417634,0.5183541335248316,0.6046530775202612,0.6753777957358481,-0.2565347641277149,-0.22223638824074354,-0.17570498840675902,-0.13922587723595975,-0.2543788283517688,-0.2453539321913678,-0.2013926180245973,-0.16536492854329382,0.0,0.7156978347474638,0.9459459459459456,0.009182542835656282,-0.33533533533533516,0.5337837837837838,0.172,rbv2_glmnet,3,37,13,0.001507168491681417
-0.582004862373848,-1.4549536643535723,2,0.0,0.1515661649104062,0.2804440620592914,0.009991848294730557,0.08707738370348342,8.714842453063042,0.1400341770765775,0.35896608062344626,18.44717805198392,0.3703154868822546,0.031,0.6679422171531073,0.6401462549361688,0.7569134381161524,0.4023791733726332,-0.4240655154187388,0.047,0.44931353077602404,0.9004903328335362,0.99696487282565,0.9280440674830536,0.6068927155984076,0.9601253496889642,1.104324177665876,0.9930538648827381,-0.28402267716005913,-0.05132321865789352,-0.0015654006294996137,-0.03711207326341526,-0.18719225788605864,-0.018987757592694388,0.04967773212116694,-0.003307653579000036,0.016,0.7626767664513254,0.9859859859859856,0.1675807864530769,-0.3953953953953952,0.5337837837837838,0.234,rbv2_glmnet,3,37,14,0.001250494241714478
-0.2351951863824691,-1.8100055991923139,2,0.0,0.1744508342408988,0.27176005179267887,0.003013678468141233,0.13337797709089916,44.257533940959405,0.18612978416883952,0.3043395529481834,7.6911597358312775,0.40419329280559657,0.031,0.7021572176570806,0.6550966146213963,0.663732458108221,0.3815682829281079,-0.3790697964126232,0.062,0.23621030609286542,0.779432456603822,0.9212826922604981,0.8331529003761858,0.18484428494501506,0.8568058576696753,0.9734518980215207,0.8220772552203941,-0.37784160206975703,-0.10911327375351493,-0.03894092039231911,-0.08253813310843028,-0.38851646949121443,-0.06824865679344166,-0.012653257116250205,-0.0848008734616994,0.015,0.7556902562076523,0.7657657657657654,0.011562801312073753,-0.19519519519519515,0.5202702702702703,0.235,rbv2_glmnet,3,37,15,0.0013552422801653564
-0.16181393278319828,-1.8225956478390921,2,0.016,0.15840473116138554,0.25786838910081444,0.022971906899849855,0.11750234443737091,5.115045300751193,0.15319424036252027,0.4395197081501597,1873.958604652347,0.4773650992241285,0.015,0.5267939879816556,0.6327903731158334,0.7424468079921934,0.3832617165376433,-0.4207033441185695,0.063,0.423259506883297,0.7357773524855892,0.9545922852047486,1.028481881497764,0.469731387090662,0.7223244276830001,0.8622331241551878,1.038573423098451,-0.28248494000785335,-0.12941508290579035,-0.022240497663885694,0.013950299453967141,-0.24863948655202997,-0.13020026086428793,-0.0645979875859406,0.018086825960021147,0.0,0.7478425575503611,0.6456456456456453,0.14593657991557576,-0.11511511511511509,0.5135135135135135,0.219,rbv2_glmnet,3,37,16,0.001348149073123931
-0.19805817079750151,-1.815681181349136,2,0.016,0.1620767992502533,0.2623561233575561,0.009133674334615743,0.16385723596044377,17.93990347777572,0.1527608936311916,0.2491245333559412,37.734866292945554,0.3466891285964474,0.031,0.5101870747618027,0.5786747508488947,0.5174540175886267,0.43671173344960496,-0.45174455700684796,0.047,0.6013095099730384,0.8226521144124631,0.9886806170765217,0.967511093738453,0.599388237224245,0.7878790738070531,1.0294038844584938,0.9671301948911529,-0.18693253741974608,-0.08315244804726385,-0.005307277261036414,-0.015232953474893673,-0.18270752685613445,-0.09674226625452315,0.013410267766855666,-0.01499097469846944,0.0,0.7994335861821049,1.0460460460460457,0.13622269994391098,-0.2752752752752751,0.5675675675675675,0.25,rbv2_glmnet,3,37,17,0.0014274633765220652
-0.24949447718394813,-1.8212971095459216,2,0.015,0.11788896520751957,0.26160632550898866,0.018072446643182038,0.09724400037002856,5.380787797578839,0.10492217456527164,0.24272288075359394,3.415206648869055,0.31601682348658633,0.016,0.6035185437433482,0.6752368125068328,0.7888020948437915,0.36774200778721194,-0.41565377483085103,0.047,0.39125829398338074,0.6255909063032244,0.7544889033343206,0.7747698804353988,0.4899884035865095,0.6030943655872101,0.7763875944588587,0.7775559483160058,-0.28709724803878334,-0.17658034496178354,-0.11578894549041452,-0.10622394829093207,-0.21762725954845774,-0.16936376765552447,-0.09541774218698867,-0.09491919342868227,0.0,0.7897484008751787,0.8858858858858855,0.12136237983442417,-0.33533533533533516,0.5608108108108109,0.219,rbv2_glmnet,3,37,18,0.001359225682417552
-0.28032166905532374,-1.8200531761213423,2,0.016,0.13048351701778993,0.26674465352381,0.009192941849155475,0.1363493607296183,14.831961625227105,0.1234434670434078,0.21341610820869317,18.844639260991215,0.3133758781736147,0.016,0.5544464392997179,0.589447852112217,0.6737512974914902,0.4375842405571437,-0.46405948248211826,0.047,0.45980669629670773,0.713687080926435,0.7455101238940224,0.7725301536272788,0.697885024698283,0.7766081796922831,0.7270555986776421,0.736768391450784,-0.25825649644435716,-0.1368809477270183,-0.12166693539723666,-0.10874915547494801,-0.13658821907379753,-0.10099694945943127,-0.1234000057281267,-0.11900878657127623,0.0,0.8003788111825387,1.0860860860860857,0.15642621748822863,-0.09509509509509509,0.5337837837837838,0.234,rbv2_glmnet,3,37,19,0.0014453052878379835
